日期,商品(契約),商品名稱(契約名稱),月份類別,交易人類別,前五大交易人買方,前五大交易人賣方,前十大交易人買方,前十大交易人賣方,全市場未沖銷部位數
2008/11/3,CPF    ,三十天期利率期貨              ,200811,0,4,4,4,4,4
2008/11/3,CPF    ,三十天期利率期貨              ,200811,1,0,0,0,0,4
2008/11/3,CPF    ,三十天期利率期貨              ,999999,0,4,4,4,4,4
2008/11/3,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,4
2008/11/3,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/3,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/3,GBF    ,十年期公債期貨                ,999999,0,14,14,14,14,14
2008/11/3,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,14
2008/11/3,GDF    ,黃金期貨                      ,200812,0,7,7,7,7,7
2008/11/3,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,7
2008/11/3,GDF    ,黃金期貨                      ,999999,0,9,9,9,9,9
2008/11/3,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,9
2008/11/3,GTF    ,櫃買期貨                      ,200811,0,45,60,56,69,70
2008/11/3,GTF    ,櫃買期貨                      ,200811,1,0,0,0,0,70
2008/11/3,GTF    ,櫃買期貨                      ,999999,0,61,80,74,92,97
2008/11/3,GTF    ,櫃買期貨                      ,999999,1,0,0,0,0,97
2008/11/3,MSF    ,摩臺期                        ,200811,0,14,14,14,14,14
2008/11/3,MSF    ,摩臺期                        ,200811,1,0,0,0,0,14
2008/11/3,MSF    ,摩臺期                        ,999999,0,14,14,14,14,14
2008/11/3,MSF    ,摩臺期                        ,999999,1,0,0,0,0,14
2008/11/3,T5F    ,臺灣50期貨                    ,200811,0,8,8,8,8,8
2008/11/3,T5F    ,臺灣50期貨                    ,200811,1,0,0,0,0,8
2008/11/3,T5F    ,臺灣50期貨                    ,999999,0,11,11,11,11,11
2008/11/3,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,11
2008/11/3,TE     ,電子期貨                      ,200811,0,2628,2610,3447,3438,5201
2008/11/3,TE     ,電子期貨                      ,200811,1,2628,1984,2775,2483,5201
2008/11/3,TE     ,電子期貨                      ,999999,0,2634,2610,3478,3535,5500
2008/11/3,TE     ,電子期貨                      ,999999,1,2634,1984,2781,2580,5500
2008/11/3,TF     ,金融期貨                      ,200811,0,1128,1691,1729,2199,3264
2008/11/3,TF     ,金融期貨                      ,200811,1,675,1691,675,2139,3264
2008/11/3,TF     ,金融期貨                      ,999999,0,1145,1804,1864,2336,3513
2008/11/3,TF     ,金融期貨                      ,999999,1,473,1804,677,2276,3513
2008/11/3,TGF    ,臺幣黃金期貨                  ,200812,0,128,82,162,122,250
2008/11/3,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,250
2008/11/3,TGF    ,臺幣黃金期貨                  ,999999,0,189,186,280,242,449
2008/11/3,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,449
2008/11/3,TX     ,臺股期貨                      ,200811,0,35085,22419,41358,29596,62692
2008/11/3,TX     ,臺股期貨                      ,200811,1,35085,18904,40076,21923,62692
2008/11/3,TX     ,臺股期貨                      ,999999,0,36011,23743,43327,32969,70227
2008/11/3,TX     ,臺股期貨                      ,999999,1,36011,20227,42045,23712,70227
2008/11/3,XIF    ,非金電期貨                    ,200811,0,265,363,336,392,406
2008/11/3,XIF    ,非金電期貨                    ,200811,1,53,137,77,137,406
2008/11/3,XIF    ,非金電期貨                    ,999999,0,387,494,480,545,573
2008/11/3,XIF    ,非金電期貨                    ,999999,1,31,137,87,137,573
2008/11/4,CPF    ,三十天期利率期貨              ,200811,0,4,4,4,4,4
2008/11/4,CPF    ,三十天期利率期貨              ,200811,1,0,0,0,0,4
2008/11/4,CPF    ,三十天期利率期貨              ,999999,0,4,4,4,4,4
2008/11/4,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,4
2008/11/4,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/4,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/4,GBF    ,十年期公債期貨                ,999999,0,15,14,15,15,15
2008/11/4,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,15
2008/11/4,GDF    ,黃金期貨                      ,200812,0,7,7,7,7,7
2008/11/4,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,7
2008/11/4,GDF    ,黃金期貨                      ,999999,0,9,9,9,9,9
2008/11/4,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,9
2008/11/4,GTF    ,櫃買期貨                      ,200811,0,53,71,68,79,79
2008/11/4,GTF    ,櫃買期貨                      ,200811,1,0,0,0,0,79
2008/11/4,GTF    ,櫃買期貨                      ,999999,0,67,83,83,98,102
2008/11/4,GTF    ,櫃買期貨                      ,999999,1,0,0,0,0,102
2008/11/4,MSF    ,摩臺期                        ,200811,0,19,19,19,19,19
2008/11/4,MSF    ,摩臺期                        ,200811,1,0,0,0,0,19
2008/11/4,MSF    ,摩臺期                        ,999999,0,19,19,19,19,19
2008/11/4,MSF    ,摩臺期                        ,999999,1,0,0,0,0,19
2008/11/4,T5F    ,臺灣50期貨                    ,200811,0,8,8,8,8,8
2008/11/4,T5F    ,臺灣50期貨                    ,200811,1,0,0,0,0,8
2008/11/4,T5F    ,臺灣50期貨                    ,999999,0,11,11,11,11,11
2008/11/4,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,11
2008/11/4,TE     ,電子期貨                      ,200811,0,2830,2999,3822,3937,5543
2008/11/4,TE     ,電子期貨                      ,200811,1,2497,1981,2949,2738,5543
2008/11/4,TE     ,電子期貨                      ,999999,0,2831,2999,3860,4039,5832
2008/11/4,TE     ,電子期貨                      ,999999,1,2497,1981,2977,2840,5832
2008/11/4,TF     ,金融期貨                      ,200811,0,1104,1792,1678,2306,3352
2008/11/4,TF     ,金融期貨                      ,200811,1,884,1551,984,2005,3352
2008/11/4,TF     ,金融期貨                      ,999999,0,1171,1903,1812,2447,3614
2008/11/4,TF     ,金融期貨                      ,999999,1,745,1658,895,2142,3614
2008/11/4,TGF    ,臺幣黃金期貨                  ,200812,0,124,100,158,143,257
2008/11/4,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,257
2008/11/4,TGF    ,臺幣黃金期貨                  ,999999,0,176,197,250,251,432
2008/11/4,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,432
2008/11/4,TX     ,臺股期貨                      ,200811,0,34102,22342,40147,30305,62566
2008/11/4,TX     ,臺股期貨                      ,200811,1,34102,18949,39104,22411,62566
2008/11/4,TX     ,臺股期貨                      ,999999,0,35297,23716,42500,33536,70387
2008/11/4,TX     ,臺股期貨                      ,999999,1,35297,20322,42500,23895,70387
2008/11/4,XIF    ,非金電期貨                    ,200811,0,247,349,314,361,369
2008/11/4,XIF    ,非金電期貨                    ,200811,1,53,139,70,139,369
2008/11/4,XIF    ,非金電期貨                    ,999999,0,375,494,469,530,547
2008/11/4,XIF    ,非金電期貨                    ,999999,1,43,139,84,139,547
2008/11/5,CPF    ,三十天期利率期貨              ,200811,0,4,4,4,4,4
2008/11/5,CPF    ,三十天期利率期貨              ,200811,1,0,0,0,0,4
2008/11/5,CPF    ,三十天期利率期貨              ,999999,0,4,4,4,4,4
2008/11/5,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,4
2008/11/5,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/5,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/5,GBF    ,十年期公債期貨                ,999999,0,14,13,14,14,14
2008/11/5,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,14
2008/11/5,GDF    ,黃金期貨                      ,200812,0,6,6,6,6,6
2008/11/5,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,6
2008/11/5,GDF    ,黃金期貨                      ,999999,0,10,10,10,10,10
2008/11/5,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,10
2008/11/5,GTF    ,櫃買期貨                      ,200811,0,71,82,88,93,94
2008/11/5,GTF    ,櫃買期貨                      ,200811,1,0,12,0,12,94
2008/11/5,GTF    ,櫃買期貨                      ,999999,0,88,94,105,109,116
2008/11/5,GTF    ,櫃買期貨                      ,999999,1,0,12,0,12,116
2008/11/5,MSF    ,摩臺期                        ,200811,0,22,22,22,22,22
2008/11/5,MSF    ,摩臺期                        ,200811,1,0,0,0,0,22
2008/11/5,MSF    ,摩臺期                        ,999999,0,22,22,22,22,22
2008/11/5,MSF    ,摩臺期                        ,999999,1,0,0,0,0,22
2008/11/5,T5F    ,臺灣50期貨                    ,200811,0,6,6,6,6,6
2008/11/5,T5F    ,臺灣50期貨                    ,200811,1,0,0,0,0,6
2008/11/5,T5F    ,臺灣50期貨                    ,999999,0,9,9,9,9,9
2008/11/5,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,9
2008/11/5,TE     ,電子期貨                      ,200811,0,3476,3635,4524,4832,6896
2008/11/5,TE     ,電子期貨                      ,200811,1,2811,2945,3299,3879,6896
2008/11/5,TE     ,電子期貨                      ,999999,0,3477,3635,4583,4896,7207
2008/11/5,TE     ,電子期貨                      ,999999,1,2811,2945,3343,3943,7207
2008/11/5,TF     ,金融期貨                      ,200811,0,1043,1665,1595,2168,3442
2008/11/5,TF     ,金融期貨                      ,200811,1,738,1665,841,1875,3442
2008/11/5,TF     ,金融期貨                      ,999999,0,1136,1787,1763,2325,3743
2008/11/5,TF     ,金融期貨                      ,999999,1,753,1787,857,2016,3743
2008/11/5,TGF    ,臺幣黃金期貨                  ,200812,0,120,82,152,122,226
2008/11/5,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,226
2008/11/5,TGF    ,臺幣黃金期貨                  ,999999,0,221,230,302,285,463
2008/11/5,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,463
2008/11/5,TX     ,臺股期貨                      ,200811,0,34294,21745,40896,31005,67449
2008/11/5,TX     ,臺股期貨                      ,200811,1,34294,18324,39531,22366,67449
2008/11/5,TX     ,臺股期貨                      ,999999,0,36279,23139,43736,33984,75368
2008/11/5,TX     ,臺股期貨                      ,999999,1,36279,19717,42371,23759,75368
2008/11/5,XIF    ,非金電期貨                    ,200811,0,232,330,307,360,373
2008/11/5,XIF    ,非金電期貨                    ,200811,1,53,95,70,98,373
2008/11/5,XIF    ,非金電期貨                    ,999999,0,388,447,498,545,579
2008/11/5,XIF    ,非金電期貨                    ,999999,1,55,95,96,95,579
2008/11/6,CPF    ,三十天期利率期貨              ,200811,0,4,4,4,4,4
2008/11/6,CPF    ,三十天期利率期貨              ,200811,1,0,0,0,0,4
2008/11/6,CPF    ,三十天期利率期貨              ,999999,0,4,4,4,4,4
2008/11/6,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,4
2008/11/6,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/6,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/6,GBF    ,十年期公債期貨                ,999999,0,14,13,14,14,14
2008/11/6,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,14
2008/11/6,GDF    ,黃金期貨                      ,200812,0,6,6,6,6,6
2008/11/6,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,6
2008/11/6,GDF    ,黃金期貨                      ,999999,0,10,10,10,10,10
2008/11/6,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,10
2008/11/6,GTF    ,櫃買期貨                      ,200811,0,82,81,94,94,98
2008/11/6,GTF    ,櫃買期貨                      ,200811,1,0,14,0,14,98
2008/11/6,GTF    ,櫃買期貨                      ,999999,0,96,92,109,108,118
2008/11/6,GTF    ,櫃買期貨                      ,999999,1,0,14,0,14,118
2008/11/6,MSF    ,摩臺期                        ,200811,0,23,23,23,23,23
2008/11/6,MSF    ,摩臺期                        ,200811,1,0,0,0,0,23
2008/11/6,MSF    ,摩臺期                        ,999999,0,23,23,23,23,23
2008/11/6,MSF    ,摩臺期                        ,999999,1,0,0,0,0,23
2008/11/6,T5F    ,臺灣50期貨                    ,200811,0,7,7,7,7,7
2008/11/6,T5F    ,臺灣50期貨                    ,200811,1,0,0,0,0,7
2008/11/6,T5F    ,臺灣50期貨                    ,999999,0,10,10,10,10,10
2008/11/6,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,10
2008/11/6,TE     ,電子期貨                      ,200811,0,3737,3953,4887,5187,7789
2008/11/6,TE     ,電子期貨                      ,200811,1,3047,3170,3592,3941,7789
2008/11/6,TE     ,電子期貨                      ,999999,0,3738,3953,4942,5215,8109
2008/11/6,TE     ,電子期貨                      ,999999,1,3047,3170,3636,4169,8109
2008/11/6,TF     ,金融期貨                      ,200811,0,1250,1815,1815,2525,3867
2008/11/6,TF     ,金融期貨                      ,200811,1,1099,1601,1301,2028,3867
2008/11/6,TF     ,金融期貨                      ,999999,0,1326,1839,1974,2655,4179
2008/11/6,TF     ,金融期貨                      ,999999,1,1115,1625,1317,2263,4179
2008/11/6,TGF    ,臺幣黃金期貨                  ,200812,0,126,95,157,138,238
2008/11/6,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,238
2008/11/6,TGF    ,臺幣黃金期貨                  ,999999,0,214,223,305,284,474
2008/11/6,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,474
2008/11/6,TX     ,臺股期貨                      ,200811,0,38086,21857,44962,34498,73031
2008/11/6,TX     ,臺股期貨                      ,200811,1,38086,18343,44962,28586,73031
2008/11/6,TX     ,臺股期貨                      ,999999,0,40629,22442,48018,37089,81249
2008/11/6,TX     ,臺股期貨                      ,999999,1,40629,22442,48018,28235,81249
2008/11/6,XIF    ,非金電期貨                    ,200811,0,252,301,324,343,395
2008/11/6,XIF    ,非金電期貨                    ,200811,1,126,50,165,56,395
2008/11/6,XIF    ,非金電期貨                    ,999999,0,391,423,502,511,593
2008/11/6,XIF    ,非金電期貨                    ,999999,1,156,50,187,50,593
2008/11/7,CPF    ,三十天期利率期貨              ,200811,0,4,4,4,4,4
2008/11/7,CPF    ,三十天期利率期貨              ,200811,1,0,0,0,0,4
2008/11/7,CPF    ,三十天期利率期貨              ,999999,0,4,4,4,4,4
2008/11/7,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,4
2008/11/7,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/7,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/7,GBF    ,十年期公債期貨                ,999999,0,14,13,14,14,14
2008/11/7,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,14
2008/11/7,GDF    ,黃金期貨                      ,200812,0,6,6,6,6,6
2008/11/7,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,6
2008/11/7,GDF    ,黃金期貨                      ,999999,0,10,10,10,10,10
2008/11/7,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,10
2008/11/7,GTF    ,櫃買期貨                      ,200811,0,80,72,89,87,94
2008/11/7,GTF    ,櫃買期貨                      ,200811,1,0,14,0,14,94
2008/11/7,GTF    ,櫃買期貨                      ,999999,0,89,80,106,107,119
2008/11/7,GTF    ,櫃買期貨                      ,999999,1,0,14,0,14,119
2008/11/7,MSF    ,摩臺期                        ,200811,0,27,27,27,27,27
2008/11/7,MSF    ,摩臺期                        ,200811,1,0,0,0,0,27
2008/11/7,MSF    ,摩臺期                        ,999999,0,27,27,27,27,27
2008/11/7,MSF    ,摩臺期                        ,999999,1,0,0,0,0,27
2008/11/7,T5F    ,臺灣50期貨                    ,200811,0,7,7,7,7,7
2008/11/7,T5F    ,臺灣50期貨                    ,200811,1,0,0,0,0,7
2008/11/7,T5F    ,臺灣50期貨                    ,999999,0,10,10,10,10,10
2008/11/7,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,10
2008/11/7,TE     ,電子期貨                      ,200811,0,3459,3848,4645,5285,8061
2008/11/7,TE     ,電子期貨                      ,200811,1,3030,3110,3327,3646,8061
2008/11/7,TE     ,電子期貨                      ,999999,0,3498,3848,4708,5338,8397
2008/11/7,TE     ,電子期貨                      ,999999,1,3068,3110,3365,3646,8397
2008/11/7,TF     ,金融期貨                      ,200811,0,1182,1969,1713,2720,3796
2008/11/7,TF     ,金融期貨                      ,200811,1,824,1393,1154,2144,3796
2008/11/7,TF     ,金融期貨                      ,999999,0,1195,1976,1777,2862,4113
2008/11/7,TF     ,金融期貨                      ,999999,1,837,1628,1080,2285,4113
2008/11/7,TGF    ,臺幣黃金期貨                  ,200812,0,126,118,163,161,238
2008/11/7,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,238
2008/11/7,TGF    ,臺幣黃金期貨                  ,999999,0,261,292,353,354,514
2008/11/7,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,514
2008/11/7,TX     ,臺股期貨                      ,200811,0,41322,22476,48287,35182,74640
2008/11/7,TX     ,臺股期貨                      ,200811,1,41322,22476,48287,29825,74640
2008/11/7,TX     ,臺股期貨                      ,999999,0,44167,23145,51655,37802,83899
2008/11/7,TX     ,臺股期貨                      ,999999,1,44167,23145,51655,31445,83899
2008/11/7,XIF    ,非金電期貨                    ,200811,0,326,381,405,430,473
2008/11/7,XIF    ,非金電期貨                    ,200811,1,150,0,198,0,473
2008/11/7,XIF    ,非金電期貨                    ,999999,0,445,503,576,594,664
2008/11/7,XIF    ,非金電期貨                    ,999999,1,185,0,216,0,664
2008/11/10,CPF    ,三十天期利率期貨              ,200811,0,5,5,5,5,5
2008/11/10,CPF    ,三十天期利率期貨              ,200811,1,0,0,0,0,5
2008/11/10,CPF    ,三十天期利率期貨              ,999999,0,17,17,17,17,17
2008/11/10,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,17
2008/11/10,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/10,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/10,GBF    ,十年期公債期貨                ,999999,0,14,13,14,14,14
2008/11/10,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,14
2008/11/10,GDF    ,黃金期貨                      ,200812,0,8,8,8,8,8
2008/11/10,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,8
2008/11/10,GDF    ,黃金期貨                      ,999999,0,12,12,12,12,12
2008/11/10,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,12
2008/11/10,GTF    ,櫃買期貨                      ,200811,0,75,62,84,79,88
2008/11/10,GTF    ,櫃買期貨                      ,200811,1,0,14,0,14,88
2008/11/10,GTF    ,櫃買期貨                      ,999999,0,88,71,102,95,114
2008/11/10,GTF    ,櫃買期貨                      ,999999,1,0,14,0,14,114
2008/11/10,MSF    ,摩臺期                        ,200811,0,30,30,30,30,30
2008/11/10,MSF    ,摩臺期                        ,200811,1,0,0,0,0,30
2008/11/10,MSF    ,摩臺期                        ,999999,0,30,30,30,30,30
2008/11/10,MSF    ,摩臺期                        ,999999,1,0,0,0,0,30
2008/11/10,T5F    ,臺灣50期貨                    ,200811,0,7,7,7,7,7
2008/11/10,T5F    ,臺灣50期貨                    ,200811,1,0,0,0,0,7
2008/11/10,T5F    ,臺灣50期貨                    ,999999,0,10,10,10,10,10
2008/11/10,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,10
2008/11/10,TE     ,電子期貨                      ,200811,0,3934,3837,5446,5329,8515
2008/11/10,TE     ,電子期貨                      ,200811,1,3326,3099,3865,3682,8515
2008/11/10,TE     ,電子期貨                      ,999999,0,3935,3837,5529,5375,8910
2008/11/10,TE     ,電子期貨                      ,999999,1,3326,3099,3903,3682,8910
2008/11/10,TF     ,金融期貨                      ,200811,0,1199,1903,1747,2630,3805
2008/11/10,TF     ,金融期貨                      ,200811,1,828,1426,1055,1944,3805
2008/11/10,TF     ,金融期貨                      ,999999,0,1225,1904,1807,2766,4140
2008/11/10,TF     ,金融期貨                      ,999999,1,841,1426,1069,2079,4140
2008/11/10,TGF    ,臺幣黃金期貨                  ,200812,0,125,128,161,168,238
2008/11/10,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,238
2008/11/10,TGF    ,臺幣黃金期貨                  ,999999,0,263,301,351,358,509
2008/11/10,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,509
2008/11/10,TX     ,臺股期貨                      ,200811,0,41797,19254,49405,31996,75674
2008/11/10,TX     ,臺股期貨                      ,200811,1,41797,16305,49405,24089,75674
2008/11/10,TX     ,臺股期貨                      ,999999,0,45053,20421,53325,34730,85890
2008/11/10,TX     ,臺股期貨                      ,999999,1,45053,20421,53325,25729,85890
2008/11/10,XIF    ,非金電期貨                    ,200811,0,352,398,438,457,512
2008/11/10,XIF    ,非金電期貨                    ,200811,1,168,0,208,0,512
2008/11/10,XIF    ,非金電期貨                    ,999999,0,494,552,636,652,722
2008/11/10,XIF    ,非金電期貨                    ,999999,1,203,0,234,0,722
