日期,商品(契約),商品名稱(契約名稱),月份類別,交易人類別,前五大交易人買方,前五大交易人賣方,前十大交易人買方,前十大交易人賣方,全市場未沖銷部位數
2008/11/18,XIF    ,非金電期貨                    ,999999,0,398,452,531,532,664
2008/11/18,XIF    ,非金電期貨                    ,999999,1,156,20,187,32,664
2008/11/19,CPF    ,三十天期利率期貨              ,200811,0,4,4,4,4,4
2008/11/19,CPF    ,三十天期利率期貨              ,200811,1,0,0,0,0,4
2008/11/19,CPF    ,三十天期利率期貨              ,999999,0,17,17,17,17,17
2008/11/19,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,17
2008/11/19,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/19,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/19,GBF    ,十年期公債期貨                ,999999,0,19,18,19,19,19
2008/11/19,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,19
2008/11/19,GDF    ,黃金期貨                      ,200812,0,6,6,6,6,6
2008/11/19,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,6
2008/11/19,GDF    ,黃金期貨                      ,999999,0,9,9,9,9,9
2008/11/19,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,9
2008/11/19,GTF    ,櫃買期貨                      ,200811,0,61,62,67,67,67
2008/11/19,GTF    ,櫃買期貨                      ,200811,1,0,0,0,0,67
2008/11/19,GTF    ,櫃買期貨                      ,999999,0,82,90,106,113,127
2008/11/19,GTF    ,櫃買期貨                      ,999999,1,0,0,0,0,127
2008/11/19,MSF    ,摩臺期                        ,200811,0,46,47,47,47,47
2008/11/19,MSF    ,摩臺期                        ,200811,1,0,0,0,0,47
2008/11/19,MSF    ,摩臺期                        ,999999,0,50,51,51,51,51
2008/11/19,MSF    ,摩臺期                        ,999999,1,0,0,0,0,51
2008/11/19,T5F    ,臺灣50期貨                    ,200811,0,7,7,7,7,7
2008/11/19,T5F    ,臺灣50期貨                    ,200811,1,0,0,0,0,7
2008/11/19,T5F    ,臺灣50期貨                    ,999999,0,10,10,10,10,10
2008/11/19,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,10
2008/11/19,TE     ,電子期貨                      ,200811,0,1509,1673,1900,2071,2368
2008/11/19,TE     ,電子期貨                      ,200811,1,1189,1150,1470,1548,2368
2008/11/19,TE     ,電子期貨                      ,999999,0,4214,3113,5691,4405,8486
2008/11/19,TE     ,電子期貨                      ,999999,1,4214,2729,4694,3309,8486
2008/11/19,TF     ,金融期貨                      ,200811,0,670,591,885,780,1138
2008/11/19,TF     ,金融期貨                      ,200811,1,310,343,462,424,1138
2008/11/19,TF     ,金融期貨                      ,999999,0,1373,1691,2079,2444,3912
2008/11/19,TF     ,金融期貨                      ,999999,1,949,784,1360,1458,3912
2008/11/19,TGF    ,臺幣黃金期貨                  ,200812,0,177,142,226,188,292
2008/11/19,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,292
2008/11/19,TGF    ,臺幣黃金期貨                  ,999999,0,346,240,436,350,599
2008/11/19,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,599
2008/11/19,TX     ,臺股期貨                      ,200811,0,13761,10448,16624,14134,22569
2008/11/19,TX     ,臺股期貨                      ,200811,1,13761,3028,16624,5988,22569
2008/11/19,TX     ,臺股期貨                      ,999999,0,50138,19377,62333,34559,93055
2008/11/19,TX     ,臺股期貨                      ,999999,1,50138,11740,60631,18022,93055
2008/11/19,XIF    ,非金電期貨                    ,200811,0,284,283,303,299,308
2008/11/19,XIF    ,非金電期貨                    ,200811,1,190,0,190,0,308
2008/11/19,XIF    ,非金電期貨                    ,999999,0,516,448,597,545,653
2008/11/19,XIF    ,非金電期貨                    ,999999,1,196,55,244,75,653
2008/11/20,CPF    ,三十天期利率期貨              ,200812,0,4,4,4,4,4
2008/11/20,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,4
2008/11/20,CPF    ,三十天期利率期貨              ,999999,0,4,4,4,4,4
2008/11/20,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,4
2008/11/20,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/20,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/20,GBF    ,十年期公債期貨                ,999999,0,17,16,17,17,17
2008/11/20,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,17
2008/11/20,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/11/20,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/11/20,GDF    ,黃金期貨                      ,999999,0,6,6,6,6,6
2008/11/20,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,6
2008/11/20,GTF    ,櫃買期貨                      ,200812,0,33,35,44,46,49
2008/11/20,GTF    ,櫃買期貨                      ,200812,1,0,0,0,0,49
2008/11/20,GTF    ,櫃買期貨                      ,999999,0,38,40,51,55,65
2008/11/20,GTF    ,櫃買期貨                      ,999999,1,0,0,2,0,65
2008/11/20,MSF    ,摩臺期                        ,200812,0,7,7,7,7,7
2008/11/20,MSF    ,摩臺期                        ,200812,1,0,0,0,0,7
2008/11/20,MSF    ,摩臺期                        ,999999,0,7,7,7,7,7
2008/11/20,MSF    ,摩臺期                        ,999999,1,0,0,0,0,7
2008/11/20,T5F    ,臺灣50期貨                    ,200812,0,3,3,3,3,3
2008/11/20,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,3
2008/11/20,T5F    ,臺灣50期貨                    ,999999,0,4,4,4,4,4
2008/11/20,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,4
2008/11/20,TE     ,電子期貨                      ,200812,0,3352,2189,4417,3083,6251
2008/11/20,TE     ,電子期貨                      ,200812,1,2883,1558,3352,2274,6251
2008/11/20,TE     ,電子期貨                      ,999999,0,3352,2189,4429,3083,6336
2008/11/20,TE     ,電子期貨                      ,999999,1,2883,1558,3352,2274,6336
2008/11/20,TF     ,金融期貨                      ,200812,0,1173,1459,1629,2002,2884
2008/11/20,TF     ,金融期貨                      ,200812,1,848,976,1204,1169,2884
2008/11/20,TF     ,金融期貨                      ,999999,0,1173,1460,1629,2003,2911
2008/11/20,TF     ,金融期貨                      ,999999,1,848,976,1204,1169,2911
2008/11/20,TGF    ,臺幣黃金期貨                  ,200812,0,244,199,288,255,368
2008/11/20,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,368
2008/11/20,TGF    ,臺幣黃金期貨                  ,999999,0,388,281,454,370,624
2008/11/20,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,624
2008/11/20,TX     ,臺股期貨                      ,200812,0,37500,17804,46796,30562,72172
2008/11/20,TX     ,臺股期貨                      ,200812,1,37500,11376,44963,19131,72172
2008/11/20,TX     ,臺股期貨                      ,999999,0,38606,17804,48764,30562,76836
2008/11/20,TX     ,臺股期貨                      ,999999,1,38606,11376,46931,19131,76836
2008/11/20,XIF    ,非金電期貨                    ,200812,0,383,342,439,424,486
2008/11/20,XIF    ,非金電期貨                    ,200812,1,31,58,62,90,486
2008/11/20,XIF    ,非金電期貨                    ,999999,0,385,346,451,440,511
2008/11/20,XIF    ,非金電期貨                    ,999999,1,31,58,62,90,511
2008/11/21,CPF    ,三十天期利率期貨              ,200812,0,4,4,4,4,4
2008/11/21,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,4
2008/11/21,CPF    ,三十天期利率期貨              ,999999,0,4,4,4,4,4
2008/11/21,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,4
2008/11/21,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/21,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/21,GBF    ,十年期公債期貨                ,999999,0,18,17,18,18,18
2008/11/21,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,18
2008/11/21,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/11/21,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/11/21,GDF    ,黃金期貨                      ,999999,0,6,6,6,6,6
2008/11/21,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,6
2008/11/21,GTF    ,櫃買期貨                      ,200812,0,43,45,51,57,59
2008/11/21,GTF    ,櫃買期貨                      ,200812,1,0,0,0,1,59
2008/11/21,GTF    ,櫃買期貨                      ,999999,0,48,50,61,70,77
2008/11/21,GTF    ,櫃買期貨                      ,999999,1,0,0,2,0,77
2008/11/21,MSF    ,摩臺期                        ,200812,0,9,9,9,9,9
2008/11/21,MSF    ,摩臺期                        ,200812,1,0,0,0,0,9
2008/11/21,MSF    ,摩臺期                        ,999999,0,9,9,9,9,9
2008/11/21,MSF    ,摩臺期                        ,999999,1,0,0,0,0,9
2008/11/21,T5F    ,臺灣50期貨                    ,200812,0,6,6,6,6,6
2008/11/21,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,6
2008/11/21,T5F    ,臺灣50期貨                    ,999999,0,7,7,7,7,7
2008/11/21,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,7
2008/11/21,TE     ,電子期貨                      ,200812,0,3336,2087,4536,3188,6910
2008/11/21,TE     ,電子期貨                      ,200812,1,2953,1370,3602,2471,6910
2008/11/21,TE     ,電子期貨                      ,999999,0,3345,2087,4557,3188,7043
2008/11/21,TE     ,電子期貨                      ,999999,1,2962,1370,3611,2471,7043
2008/11/21,TF     ,金融期貨                      ,200812,0,1112,1576,1526,2125,2887
2008/11/21,TF     ,金融期貨                      ,200812,1,970,1095,1324,1391,2887
2008/11/21,TF     ,金融期貨                      ,999999,0,1115,1577,1534,2128,2954
2008/11/21,TF     ,金融期貨                      ,999999,1,973,1095,1327,1391,2954
2008/11/21,TGF    ,臺幣黃金期貨                  ,200812,0,255,214,293,267,367
2008/11/21,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,367
2008/11/21,TGF    ,臺幣黃金期貨                  ,999999,0,530,390,606,508,769
2008/11/21,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,769
2008/11/21,TX     ,臺股期貨                      ,200812,0,37062,20622,46584,33393,72654
2008/11/21,TX     ,臺股期貨                      ,200812,1,37062,11376,44892,21760,72654
2008/11/21,TX     ,臺股期貨                      ,999999,0,37569,20622,48087,33393,77554
2008/11/21,TX     ,臺股期貨                      ,999999,1,37569,11376,48087,21760,77554
2008/11/21,XIF    ,非金電期貨                    ,200812,0,332,248,393,322,418
2008/11/21,XIF    ,非金電期貨                    ,200812,1,31,20,82,32,418
2008/11/21,XIF    ,非金電期貨                    ,999999,0,358,274,419,348,456
2008/11/21,XIF    ,非金電期貨                    ,999999,1,31,0,82,32,456
2008/11/24,CPF    ,三十天期利率期貨              ,200812,0,4,4,4,4,4
2008/11/24,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,4
2008/11/24,CPF    ,三十天期利率期貨              ,999999,0,4,4,4,4,4
2008/11/24,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,4
2008/11/24,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/24,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/24,GBF    ,十年期公債期貨                ,999999,0,18,17,18,18,18
2008/11/24,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,18
2008/11/24,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/11/24,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/11/24,GDF    ,黃金期貨                      ,999999,0,6,6,6,6,6
2008/11/24,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,6
2008/11/24,GTF    ,櫃買期貨                      ,200812,0,40,47,54,60,65
2008/11/24,GTF    ,櫃買期貨                      ,200812,1,0,0,0,0,65
2008/11/24,GTF    ,櫃買期貨                      ,999999,0,45,51,65,73,86
2008/11/24,GTF    ,櫃買期貨                      ,999999,1,0,0,0,0,86
2008/11/24,MSF    ,摩臺期                        ,200812,0,9,9,9,9,9
2008/11/24,MSF    ,摩臺期                        ,200812,1,0,0,0,0,9
2008/11/24,MSF    ,摩臺期                        ,999999,0,9,9,9,9,9
2008/11/24,MSF    ,摩臺期                        ,999999,1,0,0,0,0,9
2008/11/24,T5F    ,臺灣50期貨                    ,200812,0,7,7,7,7,7
2008/11/24,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,7
2008/11/24,T5F    ,臺灣50期貨                    ,999999,0,8,8,8,8,8
2008/11/24,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,8
2008/11/24,TE     ,電子期貨                      ,200812,0,3431,2275,4971,3654,7181
2008/11/24,TE     ,電子期貨                      ,200812,1,3431,1871,3751,2947,7181
2008/11/24,TE     ,電子期貨                      ,999999,0,3456,2275,5006,3654,7325
2008/11/24,TE     ,電子期貨                      ,999999,1,3456,1871,3776,2947,7325
2008/11/24,TF     ,金融期貨                      ,200812,0,1253,1538,1787,2095,3094
2008/11/24,TF     ,金融期貨                      ,200812,1,1253,1095,1546,1467,3094
2008/11/24,TF     ,金融期貨                      ,999999,0,1262,1539,1796,2096,3154
2008/11/24,TF     ,金融期貨                      ,999999,1,1262,1095,1555,1467,3154
2008/11/24,TGF    ,臺幣黃金期貨                  ,200812,0,229,183,274,233,327
2008/11/24,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,327
2008/11/24,TGF    ,臺幣黃金期貨                  ,999999,0,417,275,501,385,627
2008/11/24,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,627
2008/11/24,TX     ,臺股期貨                      ,200812,0,36673,20612,46692,33237,73059
2008/11/24,TX     ,臺股期貨                      ,200812,1,36673,11376,44885,22150,73059
2008/11/24,TX     ,臺股期貨                      ,999999,0,38296,20612,49043,33449,78066
2008/11/24,TX     ,臺股期貨                      ,999999,1,38296,11376,47236,22150,78066
2008/11/24,XIF    ,非金電期貨                    ,200812,0,263,238,330,325,381
2008/11/24,XIF    ,非金電期貨                    ,200812,1,51,48,74,80,381
2008/11/24,XIF    ,非金電期貨                    ,999999,0,300,289,377,390,449
2008/11/24,XIF    ,非金電期貨                    ,999999,1,51,48,84,80,449
2008/11/25,CPF    ,三十天期利率期貨              ,200812,0,4,4,4,4,4
2008/11/25,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,4
2008/11/25,CPF    ,三十天期利率期貨              ,999999,0,5,5,5,5,5
2008/11/25,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,5
2008/11/25,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/25,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/25,GBF    ,十年期公債期貨                ,999999,0,18,18,18,18,18
2008/11/25,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,18
2008/11/25,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/11/25,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/11/25,GDF    ,黃金期貨                      ,999999,0,7,7,7,7,7
2008/11/25,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,7
2008/11/25,GTF    ,櫃買期貨                      ,200812,0,38,43,50,59,63
2008/11/25,GTF    ,櫃買期貨                      ,200812,1,0,0,0,3,63
2008/11/25,GTF    ,櫃買期貨                      ,999999,0,53,52,70,80,92
2008/11/25,GTF    ,櫃買期貨                      ,999999,1,0,0,2,0,92
2008/11/25,MSF    ,摩臺期                        ,200812,0,11,11,11,11,11
2008/11/25,MSF    ,摩臺期                        ,200812,1,0,0,0,0,11
2008/11/25,MSF    ,摩臺期                        ,999999,0,12,12,12,12,12
2008/11/25,MSF    ,摩臺期                        ,999999,1,0,0,0,0,12
2008/11/25,T5F    ,臺灣50期貨                    ,200812,0,5,5,5,5,5
2008/11/25,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,5
2008/11/25,T5F    ,臺灣50期貨                    ,999999,0,6,6,6,6,6
2008/11/25,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,6
2008/11/25,TE     ,電子期貨                      ,200812,0,3524,2160,4902,3705,7375
2008/11/25,TE     ,電子期貨                      ,200812,1,3079,1347,3835,2502,7375
2008/11/25,TE     ,電子期貨                      ,999999,0,3561,2160,4959,3705,7550
2008/11/25,TE     ,電子期貨                      ,999999,1,3561,1347,3881,2502,7550
2008/11/25,TF     ,金融期貨                      ,200812,0,1258,1631,1758,2132,3101
2008/11/25,TF     ,金融期貨                      ,200812,1,1026,1152,1457,1520,3101
2008/11/25,TF     ,金融期貨                      ,999999,0,1274,1632,1781,2139,3180
2008/11/25,TF     ,金融期貨                      ,999999,1,1042,1152,1473,1520,3180
2008/11/25,TGF    ,臺幣黃金期貨                  ,200812,0,261,173,296,221,327
2008/11/25,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,327
2008/11/25,TGF    ,臺幣黃金期貨                  ,999999,0,464,255,528,354,623
2008/11/25,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,623
2008/11/25,TX     ,臺股期貨                      ,200812,0,36829,21747,46774,34334,75865
2008/11/25,TX     ,臺股期貨                      ,200812,1,36829,11676,44878,22640,75865
2008/11/25,TX     ,臺股期貨                      ,999999,0,37925,21747,48789,34753,80999
2008/11/25,TX     ,臺股期貨                      ,999999,1,37925,11676,46893,22640,80999
2008/11/25,XIF    ,非金電期貨                    ,200812,0,242,201,298,275,344
2008/11/25,XIF    ,非金電期貨                    ,200812,1,51,54,82,66,344
2008/11/25,XIF    ,非金電期貨                    ,999999,0,281,236,350,328,408
2008/11/25,XIF    ,非金電期貨                    ,999999,1,67,34,118,54,408
2008/11/26,CPF    ,三十天期利率期貨              ,200812,0,4,4,4,4,4
2008/11/26,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,4
2008/11/26,CPF    ,三十天期利率期貨              ,999999,0,5,5,5,5,5
2008/11/26,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,5
2008/11/26,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/26,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/26,GBF    ,十年期公債期貨                ,999999,0,18,18,18,18,18
2008/11/26,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,18
2008/11/26,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/11/26,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/11/26,GDF    ,黃金期貨                      ,999999,0,7,7,7,7,7
2008/11/26,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,7
2008/11/26,GTF    ,櫃買期貨                      ,200812,0,40,45,54,65,69
2008/11/26,GTF    ,櫃買期貨                      ,200812,1,0,0,0,4,69
2008/11/26,GTF    ,櫃買期貨                      ,999999,0,55,52,71,79,94
2008/11/26,GTF    ,櫃買期貨                      ,999999,1,0,0,2,4,94
2008/11/26,MSF    ,摩臺期                        ,200812,0,12,12,12,12,12
2008/11/26,MSF    ,摩臺期                        ,200812,1,0,0,0,0,12
2008/11/26,MSF    ,摩臺期                        ,999999,0,13,13,13,13,13
2008/11/26,MSF    ,摩臺期                        ,999999,1,0,0,0,0,13
2008/11/26,T5F    ,臺灣50期貨                    ,200812,0,5,5,5,5,5
2008/11/26,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,5
2008/11/26,T5F    ,臺灣50期貨                    ,999999,0,6,6,6,6,6
2008/11/26,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,6
2008/11/26,TE     ,電子期貨                      ,200812,0,3569,2349,4967,3770,7725
2008/11/26,TE     ,電子期貨                      ,200812,1,3082,1465,3856,2886,7725
2008/11/26,TE     ,電子期貨                      ,999999,0,3585,2349,5026,3770,7917
2008/11/26,TE     ,電子期貨                      ,999999,1,3585,1465,3905,2886,7917
2008/11/26,TF     ,金融期貨                      ,200812,0,1259,1887,1786,2394,3379
2008/11/26,TF     ,金融期貨                      ,200812,1,1037,1135,1564,1503,3379
2008/11/26,TF     ,金融期貨                      ,999999,0,1276,1893,1803,2414,3475
2008/11/26,TF     ,金融期貨                      ,999999,1,1054,1135,1581,1503,3475
2008/11/26,TGF    ,臺幣黃金期貨                  ,200812,0,225,142,256,187,283
2008/11/26,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,283
2008/11/26,TGF    ,臺幣黃金期貨                  ,999999,0,419,227,482,300,564
2008/11/26,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,564
2008/11/26,TX     ,臺股期貨                      ,200812,0,37045,22394,47875,34993,77357
2008/11/26,TX     ,臺股期貨                      ,200812,1,37045,11776,47875,22741,77357
2008/11/26,TX     ,臺股期貨                      ,999999,0,39409,22394,50262,35389,82569
2008/11/26,TX     ,臺股期貨                      ,999999,1,39409,11776,50262,22741,82569
2008/11/26,XIF    ,非金電期貨                    ,200812,0,209,189,279,264,330
2008/11/26,XIF    ,非金電期貨                    ,200812,1,31,20,82,50,330
2008/11/26,XIF    ,非金電期貨                    ,999999,0,255,233,347,316,410
