日期,商品(契約),商品名稱(契約名稱),月份類別,交易人類別,前五大交易人買方,前五大交易人賣方,前十大交易人買方,前十大交易人賣方,全市場未沖銷部位數
2008/11/26,XIF    ,非金電期貨                    ,999999,1,69,0,112,38,410
2008/11/27,CPF    ,三十天期利率期貨              ,200812,0,4,4,4,4,4
2008/11/27,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,4
2008/11/27,CPF    ,三十天期利率期貨              ,999999,0,5,5,5,5,5
2008/11/27,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,5
2008/11/27,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/27,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/27,GBF    ,十年期公債期貨                ,999999,0,22,22,22,22,22
2008/11/27,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,22
2008/11/27,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/11/27,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/11/27,GDF    ,黃金期貨                      ,999999,0,7,7,7,7,7
2008/11/27,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,7
2008/11/27,GTF    ,櫃買期貨                      ,200812,0,45,50,57,69,72
2008/11/27,GTF    ,櫃買期貨                      ,200812,1,0,9,0,9,72
2008/11/27,GTF    ,櫃買期貨                      ,999999,0,59,57,78,90,106
2008/11/27,GTF    ,櫃買期貨                      ,999999,1,0,9,2,9,106
2008/11/27,MSF    ,摩臺期                        ,200812,0,12,12,12,12,12
2008/11/27,MSF    ,摩臺期                        ,200812,1,0,0,0,0,12
2008/11/27,MSF    ,摩臺期                        ,999999,0,13,13,13,13,13
2008/11/27,MSF    ,摩臺期                        ,999999,1,0,0,0,0,13
2008/11/27,T5F    ,臺灣50期貨                    ,200812,0,5,5,5,5,5
2008/11/27,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,5
2008/11/27,T5F    ,臺灣50期貨                    ,999999,0,6,6,6,6,6
2008/11/27,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,6
2008/11/27,TE     ,電子期貨                      ,200812,0,3687,2219,5176,3694,7942
2008/11/27,TE     ,電子期貨                      ,200812,1,3687,1245,4189,2720,7942
2008/11/27,TE     ,電子期貨                      ,999999,0,3736,2219,5230,3694,8152
2008/11/27,TE     ,電子期貨                      ,999999,1,3736,1245,4238,2720,8152
2008/11/27,TF     ,金融期貨                      ,200812,0,1269,1490,1804,2026,3247
2008/11/27,TF     ,金融期貨                      ,200812,1,1047,1152,1582,1603,3247
2008/11/27,TF     ,金融期貨                      ,999999,0,1286,1496,1821,2042,3345
2008/11/27,TF     ,金融期貨                      ,999999,1,1064,1152,1599,1542,3345
2008/11/27,TGF    ,臺幣黃金期貨                  ,200812,0,230,143,257,178,285
2008/11/27,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,285
2008/11/27,TGF    ,臺幣黃金期貨                  ,999999,0,446,227,498,311,577
2008/11/27,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,577
2008/11/27,TX     ,臺股期貨                      ,200812,0,36000,20843,45526,32391,72658
2008/11/27,TX     ,臺股期貨                      ,200812,1,36000,13771,45526,20429,72658
2008/11/27,TX     ,臺股期貨                      ,999999,0,36576,20843,46898,32914,78207
2008/11/27,TX     ,臺股期貨                      ,999999,1,36576,13771,46898,18929,78207
2008/11/27,XIF    ,非金電期貨                    ,200812,0,211,190,280,287,337
2008/11/27,XIF    ,非金電期貨                    ,200812,1,51,0,82,32,337
2008/11/27,XIF    ,非金電期貨                    ,999999,0,263,211,358,345,420
2008/11/27,XIF    ,非金電期貨                    ,999999,1,77,0,120,20,420
2008/11/28,CPF    ,三十天期利率期貨              ,200812,0,4,4,4,4,4
2008/11/28,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,4
2008/11/28,CPF    ,三十天期利率期貨              ,999999,0,5,5,5,5,5
2008/11/28,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,5
2008/11/28,GBF    ,十年期公債期貨                ,200812,0,9,9,9,9,9
2008/11/28,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,9
2008/11/28,GBF    ,十年期公債期貨                ,999999,0,22,22,22,22,22
2008/11/28,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,22
2008/11/28,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/11/28,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/11/28,GDF    ,黃金期貨                      ,999999,0,7,7,7,7,7
2008/11/28,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,7
2008/11/28,GTF    ,櫃買期貨                      ,200812,0,41,53,53,70,72
2008/11/28,GTF    ,櫃買期貨                      ,200812,1,0,10,0,10,72
2008/11/28,GTF    ,櫃買期貨                      ,999999,0,58,63,76,97,109
2008/11/28,GTF    ,櫃買期貨                      ,999999,1,0,12,0,12,109
2008/11/28,MSF    ,摩臺期                        ,200812,0,11,11,11,11,11
2008/11/28,MSF    ,摩臺期                        ,200812,1,0,0,0,0,11
2008/11/28,MSF    ,摩臺期                        ,999999,0,12,12,12,12,12
2008/11/28,MSF    ,摩臺期                        ,999999,1,0,0,0,0,12
2008/11/28,T5F    ,臺灣50期貨                    ,200812,0,4,4,4,4,4
2008/11/28,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,4
2008/11/28,T5F    ,臺灣50期貨                    ,999999,0,6,6,6,6,6
2008/11/28,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,6
2008/11/28,TE     ,電子期貨                      ,200812,0,3695,2333,5342,3878,8007
2008/11/28,TE     ,電子期貨                      ,200812,1,3196,1359,4239,2904,8007
2008/11/28,TE     ,電子期貨                      ,999999,0,3725,2333,5396,3878,8228
2008/11/28,TE     ,電子期貨                      ,999999,1,3725,1359,4288,2904,8228
2008/11/28,TF     ,金融期貨                      ,200812,0,1266,1603,1824,2176,3366
2008/11/28,TF     ,金融期貨                      ,200812,1,1031,1152,1589,1568,3366
2008/11/28,TF     ,金融期貨                      ,999999,0,1283,1609,1841,2197,3463
2008/11/28,TF     ,金融期貨                      ,999999,1,1048,1152,1606,1568,3463
2008/11/28,TGF    ,臺幣黃金期貨                  ,200812,0,226,148,253,182,282
2008/11/28,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,282
2008/11/28,TGF    ,臺幣黃金期貨                  ,999999,0,445,232,497,320,577
2008/11/28,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,577
2008/11/28,TX     ,臺股期貨                      ,200812,0,35561,20843,45487,32418,72391
2008/11/28,TX     ,臺股期貨                      ,200812,1,35561,13771,43775,20194,72391
2008/11/28,TX     ,臺股期貨                      ,999999,0,37797,20843,47991,32655,78076
2008/11/28,TX     ,臺股期貨                      ,999999,1,37797,13771,46279,18399,78076
2008/11/28,XIF    ,非金電期貨                    ,200812,0,215,166,272,241,312
2008/11/28,XIF    ,非金電期貨                    ,200812,1,51,20,82,32,312
2008/11/28,XIF    ,非金電期貨                    ,999999,0,255,204,337,301,393
2008/11/28,XIF    ,非金電期貨                    ,999999,1,38,0,120,20,393
2008/12/1,CPF    ,三十天期利率期貨              ,200812,0,4,4,4,4,4
2008/12/1,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,4
2008/12/1,CPF    ,三十天期利率期貨              ,999999,0,5,5,5,5,5
2008/12/1,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,5
2008/12/1,GBF    ,十年期公債期貨                ,200812,0,13,13,13,13,13
2008/12/1,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,13
2008/12/1,GBF    ,十年期公債期貨                ,999999,0,29,28,29,29,29
2008/12/1,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,29
2008/12/1,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/12/1,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/12/1,GDF    ,黃金期貨                      ,999999,0,7,7,7,7,7
2008/12/1,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,7
2008/12/1,GTF    ,櫃買期貨                      ,200812,0,43,60,56,70,71
2008/12/1,GTF    ,櫃買期貨                      ,200812,1,0,10,0,10,71
2008/12/1,GTF    ,櫃買期貨                      ,999999,0,61,67,84,99,113
2008/12/1,GTF    ,櫃買期貨                      ,999999,1,0,12,0,12,113
2008/12/1,MSF    ,摩臺期                        ,200812,0,11,11,11,11,11
2008/12/1,MSF    ,摩臺期                        ,200812,1,0,0,0,0,11
2008/12/1,MSF    ,摩臺期                        ,999999,0,12,12,12,12,12
2008/12/1,MSF    ,摩臺期                        ,999999,1,0,0,0,0,12
2008/12/1,T5F    ,臺灣50期貨                    ,200812,0,2,2,2,2,2
2008/12/1,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,2
2008/12/1,T5F    ,臺灣50期貨                    ,999999,0,4,4,4,4,4
2008/12/1,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,4
2008/12/1,TE     ,電子期貨                      ,200812,0,3542,2351,5245,3698,7406
2008/12/1,TE     ,電子期貨                      ,200812,1,3542,1397,4186,2558,7406
2008/12/1,TE     ,電子期貨                      ,999999,0,3600,2351,5308,3700,7641
2008/12/1,TE     ,電子期貨                      ,999999,1,3600,1397,4244,2558,7641
2008/12/1,TF     ,金融期貨                      ,200812,0,1137,1860,1837,2640,3983
2008/12/1,TF     ,金融期貨                      ,200812,1,736,917,1436,1434,3983
2008/12/1,TF     ,金融期貨                      ,999999,0,1157,1866,1857,2646,4094
2008/12/1,TF     ,金融期貨                      ,999999,1,756,917,1456,1434,4094
2008/12/1,TGF    ,臺幣黃金期貨                  ,200812,0,189,136,224,170,262
2008/12/1,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,262
2008/12/1,TGF    ,臺幣黃金期貨                  ,999999,0,405,219,460,299,556
2008/12/1,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,556
2008/12/1,TX     ,臺股期貨                      ,200812,0,32581,19574,40895,29371,63449
2008/12/1,TX     ,臺股期貨                      ,200812,1,32581,6913,39297,14685,63449
2008/12/1,TX     ,臺股期貨                      ,999999,0,34102,19590,42710,29963,69468
2008/12/1,TX     ,臺股期貨                      ,999999,1,34102,6913,42710,13144,69468
2008/12/1,XIF    ,非金電期貨                    ,200812,0,175,156,238,234,286
2008/12/1,XIF    ,非金電期貨                    ,200812,1,104,0,127,32,286
2008/12/1,XIF    ,非金電期貨                    ,999999,0,228,203,295,288,357
2008/12/1,XIF    ,非金電期貨                    ,999999,1,128,0,171,32,357
2008/12/2,CPF    ,三十天期利率期貨              ,200812,0,7,7,7,7,7
2008/12/2,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,7
2008/12/2,CPF    ,三十天期利率期貨              ,999999,0,9,9,9,9,9
2008/12/2,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,9
2008/12/2,GBF    ,十年期公債期貨                ,200812,0,12,12,12,12,12
2008/12/2,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,12
2008/12/2,GBF    ,十年期公債期貨                ,999999,0,28,28,29,29,29
2008/12/2,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,29
2008/12/2,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/12/2,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/12/2,GDF    ,黃金期貨                      ,999999,0,7,7,7,7,7
2008/12/2,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,7
2008/12/2,GTF    ,櫃買期貨                      ,200812,0,44,45,53,58,59
2008/12/2,GTF    ,櫃買期貨                      ,200812,1,0,10,0,10,59
2008/12/2,GTF    ,櫃買期貨                      ,999999,0,66,71,87,96,106
2008/12/2,GTF    ,櫃買期貨                      ,999999,1,0,12,2,12,106
2008/12/2,MSF    ,摩臺期                        ,200812,0,13,13,13,13,13
2008/12/2,MSF    ,摩臺期                        ,200812,1,0,0,0,0,13
2008/12/2,MSF    ,摩臺期                        ,999999,0,14,14,14,14,14
2008/12/2,MSF    ,摩臺期                        ,999999,1,0,0,0,0,14
2008/12/2,T5F    ,臺灣50期貨                    ,200812,0,2,2,2,2,2
2008/12/2,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,2
2008/12/2,T5F    ,臺灣50期貨                    ,999999,0,4,4,4,4,4
2008/12/2,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,4
2008/12/2,TE     ,電子期貨                      ,200812,0,3428,2472,5249,3912,7624
2008/12/2,TE     ,電子期貨                      ,200812,1,2857,1405,4066,2845,7624
2008/12/2,TE     ,電子期貨                      ,999999,0,3490,2472,5312,3912,7866
2008/12/2,TE     ,電子期貨                      ,999999,1,2915,1405,4124,2845,7866
2008/12/2,TF     ,金融期貨                      ,200812,0,1171,1744,1790,2308,3497
2008/12/2,TF     ,金融期貨                      ,200812,1,971,1151,1480,1428,3497
2008/12/2,TF     ,金融期貨                      ,999999,0,1191,1750,1812,2333,3614
2008/12/2,TF     ,金融期貨                      ,999999,1,991,1151,1500,1428,3614
2008/12/2,TGF    ,臺幣黃金期貨                  ,200812,0,171,120,205,150,251
2008/12/2,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,251
2008/12/2,TGF    ,臺幣黃金期貨                  ,999999,0,354,205,403,273,511
2008/12/2,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,511
2008/12/2,TX     ,臺股期貨                      ,200812,0,33709,20300,42734,31041,69008
2008/12/2,TX     ,臺股期貨                      ,200812,1,33709,10093,40844,18581,69008
2008/12/2,TX     ,臺股期貨                      ,999999,0,35538,20300,45164,31514,75283
2008/12/2,TX     ,臺股期貨                      ,999999,1,35538,10093,43274,15343,75283
2008/12/2,XIF    ,非金電期貨                    ,200812,0,192,197,257,278,329
2008/12/2,XIF    ,非金電期貨                    ,200812,1,72,20,101,48,329
2008/12/2,XIF    ,非金電期貨                    ,999999,0,234,251,314,340,413
2008/12/2,XIF    ,非金電期貨                    ,999999,1,92,20,136,36,413
2008/12/3,CPF    ,三十天期利率期貨              ,200812,0,7,7,7,7,7
2008/12/3,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,7
2008/12/3,CPF    ,三十天期利率期貨              ,999999,0,9,9,9,9,9
2008/12/3,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,9
2008/12/3,GBF    ,十年期公債期貨                ,200812,0,12,12,12,12,12
2008/12/3,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,12
2008/12/3,GBF    ,十年期公債期貨                ,999999,0,28,28,29,29,29
2008/12/3,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,29
2008/12/3,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/12/3,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/12/3,GDF    ,黃金期貨                      ,999999,0,8,8,8,8,8
2008/12/3,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,8
2008/12/3,GTF    ,櫃買期貨                      ,200812,0,49,52,59,65,66
2008/12/3,GTF    ,櫃買期貨                      ,200812,1,0,10,0,10,66
2008/12/3,GTF    ,櫃買期貨                      ,999999,0,73,80,94,105,114
2008/12/3,GTF    ,櫃買期貨                      ,999999,1,0,12,0,12,114
2008/12/3,MSF    ,摩臺期                        ,200812,0,18,18,18,18,18
2008/12/3,MSF    ,摩臺期                        ,200812,1,0,0,0,0,18
2008/12/3,MSF    ,摩臺期                        ,999999,0,19,19,19,19,19
2008/12/3,MSF    ,摩臺期                        ,999999,1,0,0,0,0,19
2008/12/3,T5F    ,臺灣50期貨                    ,200812,0,3,3,3,3,3
2008/12/3,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,3
2008/12/3,T5F    ,臺灣50期貨                    ,999999,0,5,5,5,5,5
2008/12/3,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,5
2008/12/3,TE     ,電子期貨                      ,200812,0,3707,2747,5489,4187,8620
2008/12/3,TE     ,電子期貨                      ,200812,1,3059,1492,4597,2932,8620
2008/12/3,TE     ,電子期貨                      ,999999,0,3710,2747,5558,4187,8878
2008/12/3,TE     ,電子期貨                      ,999999,1,3059,1492,4663,2932,8878
2008/12/3,TF     ,金融期貨                      ,200812,0,1184,1463,1816,2015,3564
2008/12/3,TF     ,金融期貨                      ,200812,1,984,1151,1494,1376,3564
2008/12/3,TF     ,金融期貨                      ,999999,0,1206,1469,1843,2024,3694
2008/12/3,TF     ,金融期貨                      ,999999,1,1006,1151,1406,1297,3694
2008/12/3,TGF    ,臺幣黃金期貨                  ,200812,0,198,129,233,165,277
2008/12/3,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,277
2008/12/3,TGF    ,臺幣黃金期貨                  ,999999,0,405,230,457,295,553
2008/12/3,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,553
2008/12/3,TX     ,臺股期貨                      ,200812,0,35100,20984,44892,32185,72929
2008/12/3,TX     ,臺股期貨                      ,200812,1,35100,10657,42784,18155,72929
2008/12/3,TX     ,臺股期貨                      ,999999,0,37385,20984,47734,32808,79606
2008/12/3,TX     ,臺股期貨                      ,999999,1,37385,10657,45626,16536,79606
2008/12/3,XIF    ,非金電期貨                    ,200812,0,216,202,278,281,352
2008/12/3,XIF    ,非金電期貨                    ,200812,1,94,69,103,101,352
2008/12/3,XIF    ,非金電期貨                    ,999999,0,257,238,336,333,431
2008/12/3,XIF    ,非金電期貨                    ,999999,1,124,69,144,89,431
2008/12/4,CPF    ,三十天期利率期貨              ,200812,0,7,7,7,7,7
2008/12/4,CPF    ,三十天期利率期貨              ,200812,1,0,0,0,0,7
2008/12/4,CPF    ,三十天期利率期貨              ,999999,0,9,9,9,9,9
2008/12/4,CPF    ,三十天期利率期貨              ,999999,1,0,0,0,0,9
2008/12/4,GBF    ,十年期公債期貨                ,200812,0,12,12,12,12,12
2008/12/4,GBF    ,十年期公債期貨                ,200812,1,0,0,0,0,12
2008/12/4,GBF    ,十年期公債期貨                ,999999,0,28,28,29,29,29
2008/12/4,GBF    ,十年期公債期貨                ,999999,1,0,0,0,0,29
2008/12/4,GDF    ,黃金期貨                      ,200812,0,4,4,4,4,4
2008/12/4,GDF    ,黃金期貨                      ,200812,1,0,0,0,0,4
2008/12/4,GDF    ,黃金期貨                      ,999999,0,8,8,8,8,8
2008/12/4,GDF    ,黃金期貨                      ,999999,1,0,0,0,0,8
2008/12/4,GTF    ,櫃買期貨                      ,200812,0,56,61,66,72,74
2008/12/4,GTF    ,櫃買期貨                      ,200812,1,0,10,0,10,74
2008/12/4,GTF    ,櫃買期貨                      ,999999,0,82,89,104,113,124
2008/12/4,GTF    ,櫃買期貨                      ,999999,1,0,12,2,12,124
2008/12/4,MSF    ,摩臺期                        ,200812,0,22,22,22,22,22
2008/12/4,MSF    ,摩臺期                        ,200812,1,0,0,0,0,22
2008/12/4,MSF    ,摩臺期                        ,999999,0,23,23,23,23,23
2008/12/4,MSF    ,摩臺期                        ,999999,1,0,0,0,0,23
2008/12/4,T5F    ,臺灣50期貨                    ,200812,0,2,2,2,2,2
2008/12/4,T5F    ,臺灣50期貨                    ,200812,1,0,0,0,0,2
2008/12/4,T5F    ,臺灣50期貨                    ,999999,0,4,4,4,4,4
2008/12/4,T5F    ,臺灣50期貨                    ,999999,1,0,0,0,0,4
2008/12/4,TE     ,電子期貨                      ,200812,0,3887,2877,5787,4455,9412
2008/12/4,TE     ,電子期貨                      ,200812,1,3212,2006,4861,3200,9412
2008/12/4,TE     ,電子期貨                      ,999999,0,3890,2877,5873,4455,9707
2008/12/4,TE     ,電子期貨                      ,999999,1,3212,2006,4943,3200,9707
2008/12/4,TF     ,金融期貨                      ,200812,0,1294,1410,1919,1983,3740
2008/12/4,TF     ,金融期貨                      ,200812,1,1094,1151,1494,1297,3740
2008/12/4,TF     ,金融期貨                      ,999999,0,1322,1410,1954,2000,3876
2008/12/4,TF     ,金融期貨                      ,999999,1,1122,1151,1522,1297,3876
2008/12/4,TGF    ,臺幣黃金期貨                  ,200812,0,175,129,213,164,256
2008/12/4,TGF    ,臺幣黃金期貨                  ,200812,1,0,0,0,0,256
2008/12/4,TGF    ,臺幣黃金期貨                  ,999999,0,388,265,445,333,555
2008/12/4,TGF    ,臺幣黃金期貨                  ,999999,1,0,0,0,0,555
2008/12/4,TX     ,臺股期貨                      ,200812,0,36252,21834,45594,33660,76247
2008/12/4,TX     ,臺股期貨                      ,200812,1,36252,11457,43486,18977,76247
2008/12/4,TX     ,臺股期貨                      ,999999,0,38186,21834,48760,34197,83334
2008/12/4,TX     ,臺股期貨                      ,999999,1,38186,11457,46652,17431,83334
2008/12/4,XIF    ,非金電期貨                    ,200812,0,251,239,342,317,407
2008/12/4,XIF    ,非金電期貨                    ,200812,1,86,0,139,32,407
2008/12/4,XIF    ,非金電期貨                    ,999999,0,323,302,420,390,496
2008/12/4,XIF    ,非金電期貨                    ,999999,1,149,0,202,32,496
 
月份類別格式:yyyymm為近月，999999 為所有月份
交易人類別格式： 0 為部位排序前五大或前十大交易人，1 為部位排序前五大或前十大交易人中，屬於特定法人者
